1,19,639,220,662,295,0.3983684
1,18,490,508,506,521,0.3983684
1,17,494,430,540,519,0.3983684
1,16,559,94,582,145,0.3983684
1,15,638,221,662,296,0.3983684
1,14,568,51,597,90,0.3983684
1,13,532,428,581,520,0.3983684
1,12,1239,146,1269,210,0.3983684
1,11,1134,253,1182,338,0.3983684
1,10,721,195,757,263,0.3983684
1,9,370,154,405,216,0.3983684
1,8,704,82,733,128,0.3983684
1,7,887,124,913,177,0.3983684
1,6,140,266,190,347,0.3983684
1,5,1086,345,1137,443,0.3983684
1,4,392,422,457,500,0.3983684
1,3,839,187,873,247,0.3983684
1,2,431,160,467,227,0.3983684
1,1,794,470,863,566,0.3983684
2,21,804,467,845,555,0.32974693
2,20,508,430,536,519,0.32974693
2,19,650,221,672,295,0.32974693
2,17,497,433,538,518,0.32974693
2,16,570,94,595,146,0.32974693
2,15,650,221,672,296,0.32974693
2,14,582,51,610,90,0.32974693
2,13,529,428,578,519,0.32974693
2,12,1252,147,1280,210,0.32974693
2,11,1147,257,1188,338,0.32974693
2,10,731,196,762,261,0.32974693
2,9,382,154,418,217,0.32974693
2,8,718,83,745,127,0.32974693
2,7,899,125,923,176,0.32974693
2,6,154,265,204,347,0.32974693
2,5,1089,342,1147,442,0.32974693
2,4,403,422,462,497,0.32974693
2,3,849,188,879,246,0.32974693
2,2,443,160,480,228,0.32974693
2,1,805,466,874,561,0.32974693
3,22,485,499,499,517,0.41547063
3,20,509,455,539,523,0.41547063
3,17,499,433,539,513,0.41547063
3,16,581,93,609,148,0.41547063
3,15,663,222,685,296,0.41547063
3,14,595,52,622,90,0.41547063
3,13,531,430,576,516,0.41547063
3,12,1264,157,1282,208,0.41547063
3,11,1157,260,1193,337,0.41547063
3,10,741,195,771,262,0.41547063
3,9,395,154,431,216,0.41547063
3,8,731,84,756,127,0.41547063
3,7,911,126,934,176,0.41547063
3,6,164,264,215,347,0.41547063
3,5,1088,340,1155,442,0.41547063
3,4,412,423,463,495,0.41547063
3,3,862,188,891,247,0.41547063
3,2,456,160,494,227,0.41547063
3,1,813,464,882,559,0.41547063
4,17,501,434,541,513,0.33308914
4,16,592,94,622,148,0.33308914
4,15,675,222,697,296,0.33308914
4,14,608,54,634,91,0.33308914
4,13,533,431,574,514,0.33308914
4,11,1167,262,1197,335,0.33308914
4,10,751,194,782,262,0.33308914
4,9,409,155,444,216,0.33308914
4,8,744,85,767,126,0.33308914
4,7,923,126,945,175,0.33308914
4,6,174,264,226,348,0.33308914
4,5,1081,342,1141,439,0.33308914
4,4,423,422,468,493,0.33308914
4,3,873,186,903,248,0.33308914
4,2,469,160,507,227,0.33308914
4,1,822,462,889,553,0.33308914
5,17,497,432,540,512,0.45606738
5,16,604,95,635,148,0.45606738
5,15,686,221,710,298,0.45606738
5,14,620,53,646,90,0.45606738
5,13,533,430,576,515,0.45606738
5,11,1174,261,1205,336,0.45606738
5,10,761,193,794,265,0.45606738
5,9,422,155,455,215,0.45606738
5,8,757,85,777,125,0.45606738
5,7,936,126,958,176,0.45606738
5,6,182,264,235,348,0.45606738
5,5,1083,345,1139,439,0.45606738
5,4,434,420,479,494,0.45606738
5,3,883,185,916,249,0.45606738
5,2,481,160,519,226,0.45606738
5,1,831,461,895,546,0.45606738
6,22,479,501,491,514,0.30448034
6,17,495,433,542,507,0.30448034
6,16,618,96,648,148,0.30448034
6,15,696,220,724,300,0.30448034
6,14,633,52,658,89,0.30448034
6,13,540,429,580,513,0.30448034
6,11,1184,259,1217,338,0.30448034
6,10,770,193,805,266,0.30448034
6,9,435,156,465,214,0.30448034
6,8,770,86,787,124,0.30448034
6,7,948,125,971,177,0.30448034
6,6,191,266,241,347,0.30448034
6,5,1090,349,1140,439,0.30448034
6,4,436,415,489,497,0.30448034
6,3,891,184,927,249,0.30448034
6,2,493,160,530,226,0.30448034
6,1,838,461,899,544,0.30448034
7,16,630,96,660,147,0.659612
7,15,706,220,738,301,0.659612
7,14,645,52,669,88,0.659612
7,13,545,427,584,512,0.659612
7,11,1193,256,1230,340,0.659612
7,10,781,193,817,267,0.659612
7,9,447,156,474,212,0.659612
7,8,782,86,799,125,0.659612
7,7,960,124,983,177,0.659612
7,6,200,267,246,346,0.659612
7,5,1101,353,1141,437,0.659612
7,4,438,412,499,499,0.659612
7,3,900,183,938,250,0.659612
7,2,504,159,541,225,0.659612
7,1,847,459,906,543,0.659612
8,16,642,96,670,146,0.87070096
8,15,716,221,752,301,0.87070096
8,14,657,51,680,89,0.87070096
8,13,554,424,590,509,0.87070096
8,11,1201,255,1243,342,0.87070096
8,10,792,195,827,267,0.87070096
8,9,459,157,482,211,0.87070096
8,8,795,85,812,125,0.87070096
8,7,972,124,996,179,0.87070096
8,6,209,268,250,344,0.87070096
8,5,1112,351,1153,436,0.87070096
8,4,442,411,506,498,0.87070096
8,3,910,183,950,251,0.87070096
8,2,516,160,551,224,0.87070096
8,1,855,456,917,543,0.87070096
9,23,507,444,551,518,0.34954572
9,16,654,96,680,145,0.34954572
9,15,728,221,765,301,0.34954572
9,14,670,50,692,89,0.34954572
9,13,560,421,594,505,0.34954572
9,11,1207,254,1255,344,0.34954572
9,10,803,197,834,267,0.34954572
9,9,472,157,493,211,0.34954572
9,8,807,85,826,126,0.34954572
9,7,985,125,1009,180,0.34954572
9,6,219,267,259,343,0.34954572
9,5,1117,351,1156,437,0.34954572
9,4,451,410,515,498,0.34954572
9,3,921,184,961,251,0.34954572
9,2,528,160,560,224,0.34954572
9,1,861,453,926,544,0.34954572
10,23,511,440,559,519,0.3577173
10,16,666,96,690,145,0.3577173
10,15,740,221,779,301,0.3577173
10,14,683,49,704,89,0.3577173
10,13,565,417,600,503,0.3577173
10,11,1216,255,1266,345,0.3577173
10,10,812,198,842,266,0.3577173
10,9,484,157,506,212,0.3577173
10,8,818,85,839,128,0.3577173
10,7,997,126,1021,181,0.3577173
10,6,229,266,269,343,0.3577173
10,5,1122,350,1164,439,0.3577173
10,4,461,411,519,495,0.3577173
10,3,932,185,969,251,0.3577173
10,2,541,160,572,224,0.3577173
10,1,867,450,933,540,0.3577173
11,23,514,438,566,520,0.25433022
11,16,679,96,702,145,0.25433022
11,15,753,222,793,301,0.25433022
11,14,695,49,716,89,0.25433022
11,13,571,414,609,503,0.25433022
11,11,1228,257,1278,346,0.25433022
11,10,822,198,851,266,0.25433022
11,9,495,157,518,213,0.25433022
11,8,829,85,853,129,0.25433022
11,7,1010,127,1032,181,0.25433022
11,6,239,264,280,343,0.25433022
11,5,1127,347,1173,440,0.25433022
11,4,469,410,523,494,0.25433022
11,3,943,186,976,251,0.25433022
11,2,554,160,584,224,0.25433022
11,1,874,446,940,536,0.25433022
12,27,767,225,806,297,0.27976704
12,26,481,490,500,505,0.27976704
12,16,692,96,715,146,0.27976704
12,15,766,222,806,300,0.27976704
12,14,708,51,728,92,0.27976704
12,11,1238,260,1283,347,0.27976704
12,10,833,198,862,266,0.27976704
12,9,505,156,532,215,0.27976704
12,8,842,85,867,129,0.27976704
12,7,1022,128,1044,182,0.27976704
12,6,244,264,290,344,0.27976704
12,5,1128,345,1180,440,0.27976704
12,4,472,408,528,489,0.27976704
12,3,954,186,985,250,0.27976704
12,2,567,160,597,225,0.27976704
12,1,880,444,944,533,0.27976704
13,27,781,225,818,296,0.57388884
13,26,484,488,508,504,0.57388884
13,16,704,97,728,147,0.57388884
13,14,720,52,740,93,0.57388884
13,11,1245,261,1286,346,0.57388884
13,10,843,197,873,267,0.57388884
13,9,516,156,546,216,0.57388884
13,8,855,86,881,130,0.57388884
13,7,1035,128,1057,182,0.57388884
13,6,251,264,299,345,0.57388884
13,5,1122,346,1176,441,0.57388884
13,4,476,408,536,488,0.57388884
